run_dir,run_name,organism,replica_count,n_samples,fragment_bin,arm,metric,metric_label,n_in_bin,n_usable,mean,lift_over_shuffled,shuffled_mean
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,deterministic,exact_match,Exact Match,5,5,1.0,0.6,0.4
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,deterministic,exact_match,Exact Match,14,14,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,deterministic,exact_match,Exact Match,49,49,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,deterministic,exact_match,Exact Match,30,30,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,deterministic,exact_match,Exact Match,2,2,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,control,exact_match,Exact Match,5,5,1.0,0.6,0.4
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,control,exact_match,Exact Match,14,14,0.2857142857142857,0.2857142857142857,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,control,exact_match,Exact Match,49,49,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,control,exact_match,Exact Match,30,30,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,control,exact_match,Exact Match,2,2,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,agentic,exact_match,Exact Match,5,5,1.0,0.6,0.4
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,agentic,exact_match,Exact Match,14,14,0.2857142857142857,0.2857142857142857,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,agentic,exact_match,Exact Match,49,49,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,agentic,exact_match,Exact Match,30,30,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,agentic,exact_match,Exact Match,2,2,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,oracle,exact_match,Exact Match,5,5,1.0,0.6,0.4
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,oracle,exact_match,Exact Match,14,14,0.42857142857142855,0.42857142857142855,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,oracle,exact_match,Exact Match,49,49,0.02040816326530612,0.02040816326530612,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,oracle,exact_match,Exact Match,30,30,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,oracle,exact_match,Exact Match,2,2,0.0,0.0,0.0
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,shuffled,similarity,Sequence Similarity,5,5,0.8678210678210678,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,shuffled,similarity,Sequence Similarity,14,14,0.6356925724087504,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,shuffled,similarity,Sequence Similarity,49,49,0.28777051248328167,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,shuffled,similarity,Sequence Similarity,30,30,0.0848499440166169,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,shuffled,similarity,Sequence Similarity,2,2,0.03167154482943957,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,deterministic,similarity,Sequence Similarity,5,5,1.0,0.13217893217893217,0.8678210678210678
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,deterministic,similarity,Sequence Similarity,14,14,0.7616693052282014,0.12597673281945096,0.6356925724087504
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,deterministic,similarity,Sequence Similarity,49,49,0.3938488776576358,0.10607836517435416,0.28777051248328167
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,deterministic,similarity,Sequence Similarity,30,30,0.13211221520377237,0.047262271187155466,0.0848499440166169
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,deterministic,similarity,Sequence Similarity,2,2,0.0781959268801374,0.04652438205069784,0.03167154482943957
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,control,similarity,Sequence Similarity,5,5,1.0,0.13217893217893217,0.8678210678210678
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,control,similarity,Sequence Similarity,14,14,0.9039247950520296,0.2682322226432792,0.6356925724087504
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,control,similarity,Sequence Similarity,49,49,0.4617976102018889,0.17402709771860728,0.28777051248328167
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,control,similarity,Sequence Similarity,30,30,0.18209527110503224,0.09724532708841535,0.0848499440166169
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,control,similarity,Sequence Similarity,2,2,0.06936338515285884,0.03769184032341927,0.03167154482943957
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,agentic,similarity,Sequence Similarity,5,5,1.0,0.13217893217893217,0.8678210678210678
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,agentic,similarity,Sequence Similarity,14,14,0.9081678871145015,0.2724753147057509,0.6356925724087504
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,agentic,similarity,Sequence Similarity,49,49,0.4480788167480123,0.16030830426473064,0.28777051248328167
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,agentic,similarity,Sequence Similarity,30,30,0.1804873211367143,0.0956373771200974,0.0848499440166169
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,agentic,similarity,Sequence Similarity,2,2,0.1106189132504922,0.07894736842105263,0.03167154482943957
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,oracle,similarity,Sequence Similarity,5,5,1.0,0.13217893217893217,0.8678210678210678
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,oracle,similarity,Sequence Similarity,14,14,0.9444933177821541,0.30880074537340363,0.6356925724087504
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,oracle,similarity,Sequence Similarity,49,49,0.5399351959410099,0.2521646834577283,0.28777051248328167
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,oracle,similarity,Sequence Similarity,30,30,0.2157562931801114,0.13090634916349447,0.0848499440166169
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,oracle,similarity,Sequence Similarity,2,2,0.14039688381793644,0.10872533898849687,0.03167154482943957
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,shuffled,edit_similarity,Edit Similarity,5,0,,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,shuffled,edit_similarity,Edit Similarity,14,0,,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,shuffled,edit_similarity,Edit Similarity,49,0,,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,shuffled,edit_similarity,Edit Similarity,30,0,,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,shuffled,edit_similarity,Edit Similarity,2,0,,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,deterministic,edit_similarity,Edit Similarity,5,5,1.0,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,deterministic,edit_similarity,Edit Similarity,14,14,0.5756038973180837,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,deterministic,edit_similarity,Edit Similarity,49,49,0.4435019156528266,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,deterministic,edit_similarity,Edit Similarity,30,30,0.32087490178231115,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,deterministic,edit_similarity,Edit Similarity,2,2,0.2643306985412248,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,control,edit_similarity,Edit Similarity,5,5,1.0,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,control,edit_similarity,Edit Similarity,14,14,0.8136804938941468,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,control,edit_similarity,Edit Similarity,49,49,0.5298163493512648,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,control,edit_similarity,Edit Similarity,30,30,0.39770189006377404,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,control,edit_similarity,Edit Similarity,2,2,0.2744755244755245,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,agentic,edit_similarity,Edit Similarity,5,5,1.0,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,agentic,edit_similarity,Edit Similarity,14,14,0.8211948607207423,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,agentic,edit_similarity,Edit Similarity,49,49,0.5263320672452668,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,agentic,edit_similarity,Edit Similarity,30,30,0.36395937935126604,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,agentic,edit_similarity,Edit Similarity,2,2,0.2729916282547861,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,oracle,edit_similarity,Edit Similarity,5,5,1.0,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,oracle,edit_similarity,Edit Similarity,14,14,0.8944811410588137,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,oracle,edit_similarity,Edit Similarity,49,49,0.6140881841161931,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,oracle,edit_similarity,Edit Similarity,30,30,0.4250241808288236,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,oracle,edit_similarity,Edit Similarity,2,2,0.3014120382541435,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,shuffled,adjacent_pair_acc,Adjacent Pair Accuracy,5,5,0.5,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,shuffled,adjacent_pair_acc,Adjacent Pair Accuracy,14,14,0.22117346938775512,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,shuffled,adjacent_pair_acc,Adjacent Pair Accuracy,49,49,0.06944042352205618,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,shuffled,adjacent_pair_acc,Adjacent Pair Accuracy,30,30,0.0354547000856298,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,shuffled,adjacent_pair_acc,Adjacent Pair Accuracy,2,2,0.030612244897959183,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,deterministic,adjacent_pair_acc,Adjacent Pair Accuracy,5,5,1.0,0.5,0.5
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,deterministic,adjacent_pair_acc,Adjacent Pair Accuracy,14,14,0.3300170068027211,0.10884353741496598,0.22117346938775512
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,deterministic,adjacent_pair_acc,Adjacent Pair Accuracy,49,49,0.27591499803384556,0.2064745745117894,0.06944042352205618
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,deterministic,adjacent_pair_acc,Adjacent Pair Accuracy,30,30,0.19535438252507448,0.1598996824394447,0.0354547000856298
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,deterministic,adjacent_pair_acc,Adjacent Pair Accuracy,2,2,0.18265306122448982,0.1520408163265306,0.030612244897959183
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,control,adjacent_pair_acc,Adjacent Pair Accuracy,5,5,1.0,0.5,0.5
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,control,adjacent_pair_acc,Adjacent Pair Accuracy,14,14,0.5844387755102041,0.36326530612244895,0.22117346938775512
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,control,adjacent_pair_acc,Adjacent Pair Accuracy,49,49,0.426817941628866,0.35737751810680984,0.06944042352205618
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,control,adjacent_pair_acc,Adjacent Pair Accuracy,30,30,0.29906075328868087,0.2636060532030511,0.0354547000856298
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,control,adjacent_pair_acc,Adjacent Pair Accuracy,2,2,0.2526530612244898,0.2220408163265306,0.030612244897959183
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,agentic,adjacent_pair_acc,Adjacent Pair Accuracy,5,5,1.0,0.5,0.5
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,agentic,adjacent_pair_acc,Adjacent Pair Accuracy,14,14,0.5857142857142856,0.3645408163265306,0.22117346938775512
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,agentic,adjacent_pair_acc,Adjacent Pair Accuracy,49,49,0.41179576392661627,0.3423553404045601,0.06944042352205618
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,agentic,adjacent_pair_acc,Adjacent Pair Accuracy,30,30,0.3099030287321385,0.27444832864650864,0.0354547000856298
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,agentic,adjacent_pair_acc,Adjacent Pair Accuracy,2,2,0.30326530612244895,0.2726530612244898,0.030612244897959183
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,oracle,adjacent_pair_acc,Adjacent Pair Accuracy,5,5,1.0,0.5,0.5
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,oracle,adjacent_pair_acc,Adjacent Pair Accuracy,14,14,0.6724489795918368,0.45127551020408163,0.22117346938775512
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,oracle,adjacent_pair_acc,Adjacent Pair Accuracy,49,49,0.48870403972444787,0.4192636162023917,0.06944042352205618
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,oracle,adjacent_pair_acc,Adjacent Pair Accuracy,30,30,0.3430094614505173,0.3075547613648875,0.0354547000856298
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,oracle,adjacent_pair_acc,Adjacent Pair Accuracy,2,2,0.30326530612244895,0.2726530612244898,0.030612244897959183
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,shuffled,longest_correct_run,Longest Correct Run,5,5,0.7333333333333333,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,shuffled,longest_correct_run,Longest Correct Run,14,14,0.29730725623582765,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,shuffled,longest_correct_run,Longest Correct Run,49,49,0.12757886064498183,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,shuffled,longest_correct_run,Longest Correct Run,30,30,0.0589475538208306,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,shuffled,longest_correct_run,Longest Correct Run,2,2,0.02980392156862745,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,deterministic,longest_correct_run,Longest Correct Run,5,5,1.0,0.2666666666666667,0.7333333333333333
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,deterministic,longest_correct_run,Longest Correct Run,14,14,0.3239795918367347,0.026672335600907038,0.29730725623582765
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,deterministic,longest_correct_run,Longest Correct Run,49,49,0.2070327812145592,0.07945392056957735,0.12757886064498183
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,deterministic,longest_correct_run,Longest Correct Run,30,30,0.1052944833271804,0.0463469295063498,0.0589475538208306
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,deterministic,longest_correct_run,Longest Correct Run,2,2,0.0496078431372549,0.01980392156862745,0.02980392156862745
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,control,longest_correct_run,Longest Correct Run,5,5,1.0,0.2666666666666667,0.7333333333333333
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,control,longest_correct_run,Longest Correct Run,14,14,0.5212018140589569,0.22389455782312928,0.29730725623582765
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,control,longest_correct_run,Longest Correct Run,49,49,0.27116028273306975,0.1435814220880879,0.12757886064498183
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,control,longest_correct_run,Longest Correct Run,30,30,0.13212971254293276,0.07318215872210217,0.0589475538208306
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,control,longest_correct_run,Longest Correct Run,2,2,0.05941176470588235,0.0296078431372549,0.02980392156862745
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,agentic,longest_correct_run,Longest Correct Run,5,5,1.0,0.2666666666666667,0.7333333333333333
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,agentic,longest_correct_run,Longest Correct Run,14,14,0.5212018140589569,0.22389455782312928,0.29730725623582765
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,agentic,longest_correct_run,Longest Correct Run,49,49,0.255649578828324,0.12807071818334217,0.12757886064498183
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,agentic,longest_correct_run,Longest Correct Run,30,30,0.1307804737189679,0.0718329198981373,0.0589475538208306
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,agentic,longest_correct_run,Longest Correct Run,2,2,0.06941176470588235,0.039607843137254906,0.02980392156862745
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,oracle,longest_correct_run,Longest Correct Run,5,5,1.0,0.2666666666666667,0.7333333333333333
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,oracle,longest_correct_run,Longest Correct Run,14,14,0.640249433106576,0.3429421768707483,0.29730725623582765
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,oracle,longest_correct_run,Longest Correct Run,49,49,0.3215255628339283,0.19394670218894644,0.12757886064498183
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,oracle,longest_correct_run,Longest Correct Run,30,30,0.14622775543454228,0.0872802016137117,0.0589475538208306
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,oracle,longest_correct_run,Longest Correct Run,2,2,0.06941176470588235,0.039607843137254906,0.02980392156862745
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,shuffled,kendall_tau,Kendall Tau,5,5,-0.06666666666666667,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,shuffled,kendall_tau,Kendall Tau,14,14,-0.03662131519274376,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,shuffled,kendall_tau,Kendall Tau,49,49,-0.01319592912440578,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,shuffled,kendall_tau,Kendall Tau,30,30,0.011798175168487692,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,shuffled,kendall_tau,Kendall Tau,2,2,-0.03619047619047619,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,deterministic,kendall_tau,Kendall Tau,5,5,1.0,1.0666666666666667,-0.06666666666666667
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,deterministic,kendall_tau,Kendall Tau,14,14,0.4316326530612245,0.46825396825396826,-0.03662131519274376
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,deterministic,kendall_tau,Kendall Tau,49,49,0.214288126523547,0.22748405564795277,-0.01319592912440578
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,deterministic,kendall_tau,Kendall Tau,30,30,0.10607686546694736,0.09427869029845967,0.011798175168487692
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,deterministic,kendall_tau,Kendall Tau,2,2,0.05278911564625851,0.0889795918367347,-0.03619047619047619
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,control,kendall_tau,Kendall Tau,5,5,1.0,1.0666666666666667,-0.06666666666666667
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,control,kendall_tau,Kendall Tau,14,14,0.7497732426303855,0.7863945578231293,-0.03662131519274376
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,control,kendall_tau,Kendall Tau,49,49,0.37730324862124953,0.39049917774565523,-0.01319592912440578
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,control,kendall_tau,Kendall Tau,30,30,0.20424232010944648,0.1924441449409588,0.011798175168487692
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,control,kendall_tau,Kendall Tau,2,2,0.009267707082833133,0.04545818327330933,-0.03619047619047619
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,agentic,kendall_tau,Kendall Tau,5,5,1.0,1.0666666666666667,-0.06666666666666667
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,agentic,kendall_tau,Kendall Tau,14,14,0.7837868480725624,0.8204081632653061,-0.03662131519274376
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,agentic,kendall_tau,Kendall Tau,49,49,0.381344698350448,0.3945406274748538,-0.01319592912440578
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,agentic,kendall_tau,Kendall Tau,30,30,0.19006989078375824,0.17827171561527055,0.011798175168487692
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,agentic,kendall_tau,Kendall Tau,2,2,0.033485394157663065,0.06967587034813925,-0.03619047619047619
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,oracle,kendall_tau,Kendall Tau,5,5,1.0,1.0666666666666667,-0.06666666666666667
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,oracle,kendall_tau,Kendall Tau,14,14,0.8249433106575964,0.8615646258503401,-0.03662131519274376
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,oracle,kendall_tau,Kendall Tau,49,49,0.49490651791150936,0.5081024470359152,-0.01319592912440578
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,oracle,kendall_tau,Kendall Tau,30,30,0.2556876159999673,0.24388944083147962,0.011798175168487692
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,oracle,kendall_tau,Kendall Tau,2,2,0.12299319727891156,0.15918367346938778,-0.03619047619047619
140726_171539_agentic,"Agentic Evaluation (Yeast, esm_small, r100)",Yeast,100,100,2-4,shuffled,exact_match,Exact Match,4,4,0.0,,
140726_171539_agentic,"Agentic Evaluation (Yeast, esm_small, r100)",Yeast,100,100,5-9,shuffled,exact_match,Exact Match,8,8,0.0,,
140726_171539_agentic,"Agentic Evaluation (Yeast, esm_small, r100)",Yeast,100,100,10-19,shuffled,exact_match,Exact Match,22,22,0.0,,
140726_171539_agentic,"Agentic Evaluation (Yeast, esm_small, r100)",Yeast,100,100,20-49,shuffled,exact_match,Exact Match,47,47,0.0,,
140726_171539_agentic,"Agentic Evaluation (Yeast, esm_small, r100)",Yeast,100,100,50+,shuffled,exact_match,Exact Match,19,19,0.0,,
140726_171539_agentic,"Agentic Evaluation (Yeast, esm_small, r100)",Yeast,100,100,2-4,deterministic,exact_match,Exact Match,4,4,0.75,0.75,0.0
140726_171539_agentic,"Agentic Evaluation (Yeast, esm_small, r100)",Yeast,100,100,5-9,deterministic,exact_match,Exact Match,8,8,0.5,0.5,0.0
140726_171539_agentic,"Agentic Evaluation (Yeast, esm_small, r100)",Yeast,100,100,10-19,deterministic,exact_match,Exact Match,22,22,0.36363636363636365,0.36363636363636365,0.0
140726_171539_agentic,"Agentic Evaluation (Yeast, esm_small, r100)",Yeast,100,100,20-49,deterministic,exact_match,Exact Match,47,47,0.02127659574468085,0.02127659574468085,0.0
